timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
11804000,-0.0016254467,-0.0014693817,-0.003648616,4000,0,-0.16160275,0.19674467,-9.944098,4000
11808000,-0.0007612283,-0.0026030096,0.0034676522,4000,0,-0.17045732,0.21500482,-9.891324,4000
11812000,-0.0012018841,-0.005690781,0.00013896993,4000,0,-0.17555404,0.21057563,-9.890879,4000
11816000,0.0017913092,-0.009572947,-0.001130827,4000,0,-0.1356253,0.18935536,-9.928235,4000
11824000,0.0034239672,-0.003131799,-0.008746693,4000,0,-0.24343604,0.20550038,-9.869863,4000
11828000,-3.0826548e-05,-0.00686743,-0.00066608196,4000,0,-0.20942885,0.15827933,-9.975675,4000
11836000,6.380134e-05,-0.0074118082,0.0022661928,4000,0,-0.23728986,0.1702592,-9.960654,4000
11840000,0.00035861856,-0.010569917,0.0049159694,4000,0,-0.17377438,0.16564731,-9.955068,4000
11844000,0.0057495376,-0.00689388,0.009678713,4000,0,-0.19266637,0.1971417,-10.024751,4000
11848000,0.0005981105,-0.0045038313,0.006643114,4000,0,-0.24581991,0.19813342,-10.063313,4000
11852000,-0.004549864,-0.0014687796,0.0005493357,4000,0,-0.23814137,0.16501151,-9.969886,4000
11856000,0.00096956536,-0.00027485663,0.0020526038,4000,0,-0.23985167,0.18687327,-9.930732,4000
11860000,0.002031985,-0.003632908,-0.0008696653,4000,0,-0.22400422,0.1470224,-9.971537,4000
11868000,-0.0013763392,-0.008979785,-0.0009365983,4000,0,-0.21101579,0.16842973,-9.96594,4000
11872000,0.0015752099,-0.0039444747,0.004443563,4000,0,-0.19491221,0.12276366,-9.980298,4000
11876000,-0.0008786032,-0.009545609,0.0013963077,4000,0,-0.1605328,0.12421317,-9.913515,4000
11880000,-0.0005082075,-0.007456421,0.00013439564,4000,0,-0.22469129,0.11804654,-9.878878,4000
11884000,0.0011899796,-0.0035568709,0.0078002675,4000,0,-0.25954843,0.14726445,-9.922437,4000
11888000,-0.0022144646,-0.0038059144,0.005753067,4000,0,-0.23620965,0.16600658,-9.925969,4000
11892000,-0.0010809632,-0.0051497486,-9.0211615e-05,4000,0,-0.2872868,0.15097758,-9.903655,4000
11896000,-0.0023439643,-0.010197454,0.0024152177,4000,0,-0.2477999,0.19782631,-9.90284,4000
11900000,-0.00026535668,-0.00913111,0.0033404182,4000,0,-0.20921022,0.21692629,-9.936724,4000
11904000,0.0024655522,-0.002524614,-0.001596039,4000,0,-0.15318187,0.20664991,-9.96956,4000
11908000,-5.4417855e-05,0.00076252944,-0.004895253,4000,0,-0.1056582,0.16237137,-9.970974,4000
11916000,-0.0034242219,-0.006412323,-7.173067e-05,4000,0,-0.23554547,0.07394658,-9.898713,4000
11920000,-0.00042604204,-0.0065448075,0.0040288586,4000,0,-0.24530274,0.18904068,-9.932749,4000
11924000,-0.0030830968,-0.0050359983,1.4987496e-05,4000,0,-0.2533645,0.19162685,-9.997337,4000
11928000,-0.0013684871,-0.0067229616,-0.004127543,4000,0,-0.16636139,0.14953947,-9.983429,4000
11932000,-0.0017218193,-0.01117211,-0.0045666043,4000,0,-0.19120313,0.17820401,-9.950786,4000
11940000,-0.0009895542,-0.00975351,-0.0014135409,4000,0,-0.18704383,0.15544403,-9.938074,4000
11944000,0.0006577815,-0.0111527275,0.0012693477,4000,0,-0.24053659,0.17985548,-9.849196,4000
11948000,0.0024115643,-0.0057628714,0.00077556795,4000,0,-0.18609717,0.19016196,-9.905806,4000
11952000,0.004704924,-0.002015026,-0.0007417363,4000,0,-0.13614991,0.1193203,-9.974209,4000
11956000,0.005444333,-0.008459728,-0.0038355244,4000,0,-0.17861243,0.09792389,-9.9074,4000
11960000,-0.0016334368,-0.010873562,-0.0065262667,4000,0,-0.2297383,0.15981086,-9.906821,4000
11968000,0.002984885,-0.00924807,0.0051618335,4000,0,-0.14548014,0.17099132,-9.917481,4000
11972000,0.0027070928,-0.0041323123,0.0013283946,4000,0,-0.21538033,0.1818035,-9.911286,4000
11976000,-0.0014437066,-0.0033363323,-0.0028976644,4000,0,-0.26195556,0.19770412,-9.978669,4000
11980000,-0.005894717,-0.0058944696,-0.0037281641,4000,0,-0.23518997,0.17083411,-9.988524,4000
11984000,-0.0038881812,-0.008851992,-0.006415693,4000,0,-0.19949855,0.1337971,-9.912269,4000
11988000,-0.00081994536,-0.006731264,-0.002190005,4000,0,-0.23022826,0.12745541,-9.943562,4000
11996000,-0.0031080851,-0.0124803735,-0.0011689428,4000,0,-0.17673878,0.15764141,-9.848185,4000
12000000,-0.0067274715,-0.004463128,0.0017575261,4000,0,-0.15476723,0.19446889,-9.846119,4000
12004000,-0.0039876066,-0.009103594,0.00083478907,4000,0,-0.18813999,0.2505835,-9.943741,4000
12008000,-0.0022084573,-0.01164926,0.0008353305,4000,0,-0.2823163,0.26566294,-10.0055275,4000
12016000,0.00043025136,-0.010702236,-0.0031013568,4000,0,-0.165387,0.15800247,-9.925744,4000
12020000,0.0032543908,-0.012935343,-0.00092482916,4000,0,-0.14583197,0.17695367,-9.858599,4000
12028000,0.0013875373,-0.00759016,-0.0039823987,4000,0,-0.19659914,0.17229824,-9.936527,4000
12036000,-0.0016280899,-0.0030803543,0.0011216511,4000,0,-0.23661484,0.2099535,-9.962187,4000
12040000,-0.0028225381,-0.0031123722,-0.0009871278,4000,0,-0.17608368,0.23232727,-10.019198,4000
12044000,0.0016374821,-0.0088990005,0.003203551,4000,0,-0.19093871,0.1389191,-10.065761,4000
12048000,0.0035384642,-0.007660845,0.0032504874,4000,0,-0.20925842,0.13590121,-10.002429,4000
12056000,-0.0033312233,-0.009208819,-0.0037220763,4000,0,-0.20490794,0.21659452,-9.923811,4000
12060000,-0.0025883547,-0.010575222,-0.00077635155,4000,0,-0.25127107,0.20044984,-9.939228,4000
12064000,-0.0054509216,-0.009257421,0.0069064377,4000,0,-0.2594148,0.14080483,-9.980699,4000
12068000,-0.00424704,-0.011535726,-0.002911727,4000,0,-0.22969548,0.1515993,-9.980585,4000
12072000,-0.00082746294,-0.0042689233,-0.008213562,4000,0,-0.13230163,0.14812617,-9.979788,4000
12076000,0.0017964477,-0.005970937,0.004202778,4000,0,-0.15782876,0.17336494,-9.960714,4000
12080000,-0.0018750653,-0.01573024,0.0018874315,4000,0,-0.20486239,0.17452309,-9.909508,4000
12084000,-0.005170576,-0.013963286,0.0011516241,4000,0,-0.18268792,0.1414774,-9.88916,4000
12088000,-0.0017901331,-0.01077822,0.00034454378,4000,0,-0.20502011,0.15515095,-9.882506,4000
12096000,-6.569083e-05,-0.00036656106,-0.001609893,4000,0,-0.12102248,0.08124744,-9.960157,4000
12104000,-0.005440244,-0.0122278575,-0.0041510994,4000,0,-0.20366761,0.11619949,-9.966422,4000
12108000,-0.007856972,-0.013985379,0.0004006812,4000,0,-0.21056694,0.19753367,-9.996834,4000
12112000,0.001902498,-0.007544118,-0.00081537466,4000,0,-0.21932302,0.20231423,-9.872314,4000
12116000,0.0027242114,-0.0076862406,-0.0009785315,4000,0,-0.25112727,0.14902939,-9.879085,4000
12120000,-0.00096350536,-0.0073239654,0.0020587856,4000,0,-0.2347234,0.16499315,-9.977325,4000
12124000,0.0066105565,0.0020862403,0.0011345216,4000,0,-0.21888141,0.17746222,-9.864309,4000
12128000,0.005217767,0.004277334,0.0032543784,4000,0,-0.29330966,0.17300303,-9.903451,4000
12136000,-0.0065381033,-0.009319989,-0.0035055573,4000,0,-0.184939,0.23960194,-9.954713,4000
12140000,-0.0047318647,-0.013553927,-0.0021108983,4000,0,-0.1945433,0.19638608,-9.894566,4000
12144000,-0.001387346,-0.012635245,-4.1140458e-05,4000,0,-0.2009237,0.14504555,-9.97154,4000
12148000,0.0009915369,-0.008061378,-0.00060607796,4000,0,-0.17962185,0.1600529,-9.993888,4000
12152000,-0.0052151904,-0.011362685,0.007082438,4000,0,-0.14027978,0.17222245,-9.95501,4000
12156000,-0.003847962,-0.012175984,0.0047160625,4000,0,-0.2157593,0.20169525,-9.900462,4000
12160000,0.003161998,-0.00416776,-0.00019151143,4000,0,-0.2400941,0.2150727,-9.924995,4000
12164000,0.0007490857,-0.0062003494,0.0030366923,4000,0,-0.22809619,0.17517598,-9.984798,4000
12168000,0.00028609706,-0.0054208757,0.0061402125,4000,0,-0.16004103,0.17733274,-10.020986,4000
12172000,-0.0013458566,-0.0003336758,0.0085315835,4000,0,-0.2299511,0.23732539,-9.9909115,4000
12176000,-0.0057584546,0.00012639065,0.008638924,4000,0,-0.21465015,0.1951878,-9.945984,4000
12180000,0.00016493088,-0.009531991,0.004634035,4000,0,-0.14132795,0.18739298,-9.900732,4000
12184000,0.007462403,-0.012740821,-0.0014796926,4000,0,-0.17440052,0.17777903,-9.908582,4000
12192000,0.0008912238,-0.008609027,-0.001407965,4000,0,-0.17182542,0.25432038,-9.842411,4000
12196000,-0.0017481958,-0.0062398557,-0.0016873907,4000,0,-0.26220718,0.23130582,-9.865363,4000
12200000,-0.0012148861,-0.0055909064,-0.00042910877,4000,0,-0.2539087,0.22692509,-9.905724,4000
12204000,0.00023478444,-0.010021117,-0.0016038569,4000,0,-0.20439029,0.24819401,-9.928603,4000
12208000,-1.1486152e-05,-0.00865343,-0.0021413101,4000,0,-0.20497331,0.20547399,-9.938048,4000
12212000,0.0022717663,-0.0076439083,-0.0059807505,4000,0,-0.2530841,0.16541605,-9.890843,4000
12216000,-0.00468596,-0.0053159557,-0.011673868,4000,0,-0.22828053,0.16307575,-9.845003,4000
12220000,-0.0039725644,0.00010968395,-0.0077936156,4000,0,-0.1878048,0.14976038,-9.883248,4000
12224000,0.004958951,0.00059714983,-0.002215311,4000,0,-0.14219438,0.16248485,-9.909316,4000
12228000,-0.0012165902,-0.0024138198,-0.0037384708,4000,0,-0.094115086,0.23192449,-9.896183,4000
12232000,-0.0041702515,-0.0076167327,-0.0017077121,4000,0,-0.12250329,0.26810727,-9.952902,4000
12236000,0.00046737725,-0.010813052,-0.0010094375,4000,0,-0.18144737,0.24281575,-9.983115,4000
12240000,-0.0020616797,-0.013339665,-0.0038418004,4000,0,-0.190938,0.2868594,-9.959067,4000
12244000,-0.004740234,-0.013149711,-0.00078371563,4000,0,-0.18704267,0.31501123,-9.964589,4000
12248000,-0.00229478,-0.006478872,0.00017550538,4000,0,-0.15167402,0.24656545,-9.963585,4000
12252000,-0.00018152955,-0.00732471,-0.0028952193,4000,0,-0.15615648,0.17576471,-9.980043,4000
12256000,0.00017147278,-0.013681881,-0.0054672374,4000,0,-0.18839313,0.18445162,-9.943546,4000
12260000,0.0016422425,-0.011669629,0.004035752,4000,0,-0.2150717,0.2626542,-9.897675,4000
12268000,-0.003997052,-0.0054854127,0.0054518897,4000,0,-0.22597978,0.14447768,-9.888084,4000
12272000,-0.0027474416,-0.00414385,0.00016844239,4000,0,-0.16860709,0.20234263,-9.988464,4000
12276000,-0.006068329,-0.012146375,-0.0021196965,4000,0,-0.19768395,0.24220547,-10.009524,4000
12280000,-0.0047630863,-0.011719957,0.0004111253,4000,0,-0.18092017,0.26408106,-9.963518,4000
12284000,-0.0024424144,-0.010081544,0.0014141246,4000,0,-0.15365349,0.22653547,-9.9478655,4000
12292000,-0.0037268335,-0.0027437736,2.3688197e-06,4000,0,-0.22190572,0.20858943,-9.943588,4000
12296000,0.0018513111,-0.005571781,0.0045467564,4000,0,-0.17576888,0.19479722,-9.990915,4000
12300000,-0.0045393016,-0.0069435663,0.0038184356,4000,0,-0.2401007,0.14351611,-9.9106865,4000
12308000,-0.00560359,5.449132e-05,-0.0015759009,4000,0,-0.17037512,0.17346379,-9.944145,4000
12312000,-0.006209215,0.003205903,0.0006779235,4000,0,-0.13656579,0.20654733,-9.947836,4000
12316000,-0.010061025,-0.000770818,0.001079387,4000,0,-0.11159381,0.16016649,-9.931717,4000
12320000,-0.0061036465,-0.0024782715,0.005946118,4000,0,-0.1667033,0.18564717,-9.902626,4000
12324000,0.0038686672,-0.0039938004,0.00900013,4000,0,-0.226349,0.19092225,-9.975426,4000
12332000,-0.0029480564,-0.0021465155,0.00040983115,4000,0,-0.25938165,0.23251633,-9.946449,4000
12336000,-0.0072178883,-0.00614345,0.0020936178,4000,0,-0.27675834,0.1920436,-9.849731,4000
12340000,-0.002946114,-0.007238186,-0.0045524677,4000,0,-0.28425318,0.20403804,-9.837528,4000
12344000,0.0016081531,-0.005128681,-0.0072184135,4000,0,-0.23487239,0.21120661,-9.958365,4000
12352000,-0.0022948491,-0.004233748,2.2266197e-05,4000,0,-0.17297763,0.24313477,-9.861969,4000
12356000,-0.008491923,-0.006796084,0.0022533797,4000,0,-0.17130965,0.19223718,-9.928334,4000
12360000,-0.0067856633,-0.0026732513,0.0046436563,4000,0,-0.18787263,0.22009894,-9.941851,4000
12364000,-0.0019053144,-0.0007816213,0.0014106374,4000,0,-0.15502119,0.20226203,-9.989583,4000
12368000,-0.0009219106,-0.0051028407,-0.002351762,4000,0,-0.18676247,0.20282452,-9.998483,4000
12376000,-0.00595879,-0.008350993,-0.0018157038,4000,0,-0.16046573,0.28861395,-9.961042,4000
12380000,-0.0029354657,-0.010298559,-0.001670771,4000,0,-0.17509525,0.2267303,-9.96554,4000
12384000,-0.0028392654,-0.008735377,-0.00092280837,4000,0,-0.1716333,0.2015805,-9.977427,4000
12388000,-0.0018935364,-0.0052590505,0.00047707057,4000,0,-0.10715143,0.2322234,-9.876769,4000
12392000,0.0012372038,-0.0035515656,0.0037111558,4000,0,-0.0849591,0.14835764,-9.902177,4000
12400000,0.0021206725,-0.006974785,-0.00664754,4000,0,-0.166691,0.18840961,-9.938666,4000
12404000,0.0044302726,-0.01092827,-0.0047037466,4000,0,-0.13900396,0.1726293,-9.962309,4000
12408000,0.0013597569,-0.00958588,-0.008151183,4000,0,-0.19130214,0.2056116,-9.886058,4000
12416000,0.0020084907,0.0016152278,-0.005763617,4000,0,-0.113968186,0.2175094,-9.934442,4000
12420000,0.00055547064,-0.0005806333,-0.0010917215,4000,0,-0.17005485,0.23485138,-9.905953,4000
12424000,-0.0006732185,-0.0053431503,0.0011581801,4000,0,-0.25270602,0.18136135,-9.846374,4000
12428000,-0.003331444,-0.0069822036,-0.0007959225,4000,0,-0.22218628,0.13626987,-9.895194,4000
12432000,-0.006399192,-0.004113853,-0.0045007668,4000,0,-0.16534482,0.14066426,-9.90123,4000
12440000,0.004597983,-0.0055772015,-0.00593799,4000,0,-0.2254266,0.18385012,-10.010638,4000
12444000,0.0047108857,-0.0060630306,-0.007818377,4000,0,-0.21499465,0.18886419,-9.9661455,4000
12448000,-0.0007148873,-0.0072983904,-0.0036104198,4000,0,-0.14299996,0.23283046,-9.922086,4000
12452000,-0.00034964448,-0.008595072,0.0037694087,4000,0,-0.16794322,0.2261486,-9.986696,4000
12456000,-0.0011383975,-0.0072751585,0.004208109,4000,0,-0.2712009,0.23487239,-10.035005,4000
12460000,0.001043172,-0.0021885443,0.007433471,4000,0,-0.2938496,0.25293458,-10.114782,4000
12464000,0.0018696474,-0.0044098515,0.0012874554,4000,0,-0.21248272,0.28954583,-10.165167,4000
12468000,0.0076696826,-0.0043443735,-0.005597373,4000,0,-0.19106846,0.349928,-10.235806,4000
12472000,0.016710294,-0.006227799,-0.00041427297,4000,0,-0.2695494,0.338677,-10.305778,4000
12476000,0.021037996,-0.009906595,-0.004493098,4000,0,-0.2934981,0.3131499,-10.371255,4000
12480000,0.030123262,-0.00221077,-0.0033906447,4000,0,-0.24283893,0.24160136,-10.477314,4000
12488000,0.03733655,0.0047233333,-0.0051865447,4000,0,-0.26617497,0.27009842,-10.556211,4000
12492000,0.048186064,0.00781537,-0.009664102,4000,0,-0.33455864,0.36558107,-10.582228,4000
12496000,0.064953595,0.0070875525,-0.007571265,4000,0,-0.33406407,0.33747643,-10.666597,4000
12500000,0.072904885,0.0082189925,-0.0030031193,4000,0,-0.29376456,0.28074566,-10.791426,4000
12504000,0.07828065,0.017398426,0.0025718007,4000,0,-0.314676,0.30826887,-10.851423,4000
12508000,0.087115854,0.026209224,0.0028584043,4000,0,-0.3259676,0.38837743,-10.972372,4000
12512000,0.0967844,0.036719497,-0.010037351,4000,0,-0.37137333,0.41087762,-11.020432,4000
12516000,0.10973485,0.052926034,-0.010432325,4000,0,-0.37098503,0.33462512,-11.042186,4000
12520000,0.119677536,0.06398552,-0.0014434395,4000,0,-0.30017427,0.31095535,-11.085051,4000
12524000,0.119776025,0.074170515,-0.0010949983,4000,0,-0.28644773,0.26186413,-11.038106,4000
12532000,0.1334041,0.101310045,-0.0050762882,4000,0,-0.2823704,0.09720667,-11.091876,4000
12536000,0.13606896,0.111669436,0.0033093893,4000,0,-0.26781377,0.14166735,-11.106471,4000
12540000,0.1407386,0.13040523,0.0025939532,4000,0,-0.27453846,0.14709401,-11.13803,4000
