timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2864000,1696000,28.452394800000004,-13.8671276,0.0107970685,0.0009125944,-0.050235286,-1.3456633e-06,9.890279e-07,0.0,0.037441287,0.001831249,-0.15784742,-0.13389006,-0.00033641583,0.00024725695,0.0,0.07568128,0.039522476,-0.18714367,0.40541813,0.0,0.1879083,0.15784742,0.21470319,0.43141985,0.40234503,0.62961155,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
2960000,1696000,28.452394800000004,-13.8671276,0.013578539,0.0010694647,-0.063363254,-1.3456633e-06,9.890279e-07,0.0,0.042398997,0.0044237627,-0.17111261,-0.14683032,-0.00033641583,0.00024725695,0.0,0.07772023,0.010466973,-0.17101316,0.4052516,0.0,0.20103627,0.17111261,0.20018552,0.42514503,0.36152607,0.59727544,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3064000,1696000,28.452394800000004,-13.8671276,0.016780002,0.0013298908,-0.076029554,-1.3456633e-06,9.890279e-07,0.0,0.050411377,0.00442605,-0.18035606,-0.15309557,-0.00033641583,0.00024725695,0.0,0.07496375,0.090462714,-0.12386962,0.40496254,0.0,0.21370257,0.18035606,0.19088589,0.42202166,0.3363681,0.56543535,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3160000,1696000,28.452394800000004,-13.8671276,0.020009967,0.0016021745,-0.0846833,-1.3456633e-06,9.890279e-07,0.0,0.055977292,0.0063621765,-0.18516576,-0.15202814,-0.00033641583,0.00024725695,0.0,0.10292604,0.14357652,-0.07806066,0.4048308,0.0,0.22235632,0.18516576,0.18788533,0.42413,0.3264194,0.5412409,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3264000,1696000,28.452394800000004,-13.8671276,0.023659253,0.0019815536,-0.0900821,-1.3456633e-06,9.890279e-07,0.0,0.06269936,0.006077375,-0.18586066,-0.14337745,-0.00033641583,0.00024725695,0.0,0.119577646,0.03846258,-0.0950694,0.40484205,0.0,0.22775513,0.18586066,0.18764149,0.4286037,0.32400656,0.51872075,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3360000,1696000,28.452394800000004,-13.8671276,0.027135689,0.0023810847,-0.09241374,-1.3456633e-06,9.890279e-07,0.0,0.06891715,0.0065356432,-0.18663122,-0.13427113,-0.00033641583,0.00024725695,0.0,0.11570259,-0.022889303,-0.08097849,0.40495682,0.0,0.23008676,0.18663122,0.179918,0.41915292,0.31722036,0.4897705,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3464000,1696000,28.452394800000004,-13.8671276,0.030902872,0.0028146112,-0.09450107,-1.3456633e-06,9.890279e-07,0.0,0.073983274,0.007261376,-0.18528579,-0.12359867,-0.00033641583,0.00024725695,0.0,0.119606115,0.04327806,-0.12708734,0.40491432,0.0,0.2321741,0.18528579,0.18143718,0.42182267,0.32247114,0.47082758,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3560000,1696000,28.452394800000004,-13.8671276,0.034328755,0.0031920364,-0.096276,-1.3456633e-06,9.890279e-07,0.0,0.0786847,0.008077752,-0.18448158,-0.115500905,-0.00033641583,0.00024725695,0.0,0.1480302,-0.01647922,-0.2183048,0.40485257,0.0,0.23394902,0.18448158,0.17624512,0.41198227,0.32138664,0.44687322,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3664000,1696000,28.452394800000004,-13.8671276,0.03799538,0.0035782063,-0.09460957,-1.3456633e-06,9.890279e-07,0.0,0.0846219,0.0072103217,-0.18068054,-0.10154344,-0.00033641583,0.00024725695,0.0,0.032200884,-0.0456068,-0.18037203,0.40490893,0.0,0.2322826,0.18068054,0.17405346,0.40521204,0.32365397,0.42644376,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3760000,1696000,28.452394800000004,-13.8671276,0.041333247,0.0038665838,-0.092874944,-1.3456633e-06,9.890279e-07,0.0,0.088943504,0.007940989,-0.17937122,-0.092087716,-0.00033641583,0.00024725695,0.0,0.08585327,0.012427189,-0.08403975,0.40509662,0.0,0.23054796,0.17937122,0.17598121,0.40407273,0.32932582,0.41330895,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3864000,1696000,28.452394800000004,-13.8671276,0.044541817,0.004155542,-0.091096886,-1.3456633e-06,9.890279e-07,0.0,0.0909503,0.0077588717,-0.17766868,-0.08297585,-0.00033641583,0.00024725695,0.0,0.07294924,-0.016748002,-0.12517346,0.4049794,0.0,0.2287699,0.17766868,0.17485407,0.3973122,0.33063632,0.3975321,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
3960000,1696000,28.452394800000004,-13.8671276,0.04709043,0.004359208,-0.08967457,-1.3456633e-06,9.890279e-07,0.0,0.09367255,0.009020588,-0.1777606,-0.077329144,-0.00033641583,0.00024725695,0.0,0.018518446,0.011477859,-0.16388017,0.4048422,0.0,0.22734758,0.1777606,0.17747816,0.39607266,0.33473673,0.38806236,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4060000,1696000,28.452394800000004,-13.8671276,0.049704228,0.004664873,-0.09093718,-1.3456633e-06,9.890279e-07,0.0,0.09771152,0.010187424,-0.17738917,-0.07383914,-0.00033641583,0.00024725695,0.0,0.042833418,0.052897103,-0.06168563,0.4047705,0.0,0.2286102,0.17738917,0.18025887,0.39483812,0.3377394,0.38007084,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4164000,1696000,28.452394800000004,-13.8671276,0.05169603,0.004941579,-0.09346251,-1.3456633e-06,9.890279e-07,0.0,0.099204965,0.010122125,-0.18034735,-0.07531364,-0.00033641583,0.00024725695,0.0,0.10364374,0.03559521,-0.10455487,0.40458658,0.0,0.23113553,0.18034735,0.17938237,0.38861898,0.33491156,0.36990282,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4268000,1696000,28.452394800000004,-13.8671276,0.053137306,0.0051608533,-0.09457473,-1.3456633e-06,9.890279e-07,0.0,0.10115938,0.009923485,-0.18153787,-0.073537946,-0.00033641583,0.00024725695,0.0,0.063280806,0.012583222,-0.093902454,0.40443647,0.0,0.23224774,0.18153787,0.17941351,0.38396937,0.33139098,0.36145538,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4364000,1696000,28.452394800000004,-13.8671276,0.05405766,0.005230595,-0.09607467,-1.3456633e-06,9.890279e-07,0.0,0.10173806,0.008295634,-0.18133906,-0.071072206,-0.00033641583,0.00024725695,0.0,0.11752874,0.07902171,-0.026325693,0.4046378,0.0,0.23374769,0.18133906,0.1818572,0.38323185,0.3307941,0.35746223,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4468000,1696000,28.452394800000004,-13.8671276,0.054703444,0.0051160273,-0.09731982,-1.3456633e-06,9.890279e-07,0.0,0.101403385,0.007101294,-0.18244207,-0.06933535,-0.00033641583,0.00024725695,0.0,0.09660277,-0.03693676,-0.19346549,0.40490392,0.0,0.23499283,0.18244207,0.18043594,0.3781477,0.324477,0.35153732,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4564000,1696000,28.452394800000004,-13.8671276,0.054893773,0.0047823973,-0.09892942,-1.3456633e-06,9.890279e-07,0.0,0.10047363,0.005886297,-0.18175721,-0.06669289,-0.00033641583,0.00024725695,0.0,0.054582544,0.022373758,-0.027283093,0.4049619,0.0,0.23660244,0.18175721,0.17688392,0.37143403,0.31557855,0.34563145,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4668000,1696000,28.452394800000004,-13.8671276,0.054640427,0.004415877,-0.10126838,-1.3456633e-06,9.890279e-07,0.0,0.0984599,0.0059479964,-0.18382987,-0.06729775,-0.00033641583,0.00024725695,0.0,0.07516366,-0.047016967,-0.14815386,0.4048542,0.0,0.2389414,0.18382987,0.1809458,0.3737329,0.31537825,0.3453455,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4764000,1696000,28.452394800000004,-13.8671276,0.054106697,0.0041437265,-0.10485474,-1.3456633e-06,9.890279e-07,0.0,0.09770393,0.007877154,-0.18521899,-0.06854679,-0.00033641583,0.00024725695,0.0,0.11494467,-0.00014451506,-0.09565893,0.40493205,0.0,0.24252775,0.18521899,0.17689349,0.3676697,0.30556622,0.3407316,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4868000,1696000,28.452394800000004,-13.8671276,0.053433865,0.003981803,-0.10849914,-1.3456633e-06,9.890279e-07,0.0,0.09760775,0.00714931,-0.18907358,-0.07170816,-0.00033641583,0.00024725695,0.0,0.10327316,0.0013329844,-0.2095904,0.40494877,0.0,0.24617216,0.18907358,0.1804798,0.37037268,0.30475193,0.3413482,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
4964000,1696000,28.452394800000004,-13.8671276,0.052676342,0.0038174933,-0.111277446,-1.3456633e-06,9.890279e-07,0.0,0.0954184,0.0072154747,-0.1896192,-0.07075429,-0.00033641583,0.00024725695,0.0,0.027385917,0.03748698,-0.15568545,0.40494427,0.0,0.24895047,0.1896192,0.1761336,0.3648907,0.2949637,0.33748603,inf,inf,inf,inf,1,1,1,1,1,0,1,1,1,1,1
5068000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.11456991,-1.3456633e-06,9.890279e-07,0.0,0.09189803,0.010084003,-0.18894055,-0.06887051,-0.00033641583,0.00024725695,0.0,0.09378558,0.024094878,-0.21187867,0.405253,0.0,0.25224292,0.18894055,0.1738622,0.36190394,0.2877023,0.33507323,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5164000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.117581606,-1.3456633e-06,9.890279e-07,0.0,0.0894413,0.011789253,-0.18864045,-0.06743481,-0.00033641583,0.00024725695,0.0,0.04631956,0.05236943,-0.11139921,0.40538317,0.0,0.25525463,0.18864045,0.17502995,0.36304522,0.28508636,0.33507487,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5268000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.119416945,-1.3456633e-06,9.890279e-07,0.0,0.08816834,0.011933678,-0.18975988,-0.06595251,-0.00033641583,0.00024725695,0.0,0.0318216,0.0065399213,-0.1764763,0.40558857,0.0,0.25708997,0.18975988,0.17264836,0.36045852,0.2784252,0.33278218,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5364000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12152862,-1.3456633e-06,9.890279e-07,0.0,0.0883054,0.012262272,-0.18851903,-0.06302448,-0.00033641583,0.00024725695,0.0,0.010594143,-0.005146008,-0.043201257,0.40562308,0.0,0.25920165,0.18851903,0.17370601,0.36188275,0.27631992,0.33274874,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5468000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12367247,-1.3456633e-06,9.890279e-07,0.0,0.0857551,0.011880533,-0.18765295,-0.060497537,-0.00033641583,0.00024725695,0.0,0.084454946,0.040041164,-0.019075347,0.40552658,0.0,0.2613455,0.18765295,0.17123204,0.3595169,0.27032104,0.33023682,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5564000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.123763636,-1.3456633e-06,9.890279e-07,0.0,0.08584865,0.012355252,-0.18541549,-0.05515756,-0.00033641583,0.00024725695,0.0,0.06995198,0.037733186,-0.1395121,0.40549773,0.0,0.26143664,0.18541549,0.17227848,0.36113772,0.2688226,0.3299735,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5668000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12434777,-1.3456633e-06,9.890279e-07,0.0,0.085228585,0.0116600385,-0.18262321,-0.050160468,-0.00033641583,0.00024725695,0.0,0.14561394,-0.029940069,-0.0044582407,0.4054772,0.0,0.2620208,0.18262321,0.16990262,0.3589511,0.26360878,0.32712758,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5772000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12503465,-1.3456633e-06,9.890279e-07,0.0,0.08352679,0.0131407585,-0.18063675,-0.04657928,-0.00033641583,0.00024725695,0.0,0.08405727,-0.037917532,-0.07314886,0.40557355,0.0,0.26270765,0.18063675,0.17265701,0.3627159,0.2642904,0.32753763,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5868000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.123970896,-1.3456633e-06,9.890279e-07,0.0,0.08207982,0.012568017,-0.177364,-0.040507138,-0.00033641583,0.00024725695,0.0,0.08481085,0.009792754,-0.044268552,0.40572712,0.0,0.26164392,0.177364,0.16866332,0.35850424,0.25809047,0.32317984,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
5964000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12444768,-1.3456633e-06,9.890279e-07,0.0,0.08078457,0.011930113,-0.17211296,-0.03478569,-0.00033641583,0.00024725695,0.0,0.036480047,-0.05349149,-0.08299108,0.40545872,0.0,0.2621207,0.17211296,0.16972758,0.36018568,0.25752723,0.32209077,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
6068000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.12283955,-1.3456633e-06,9.890279e-07,0.0,0.07475129,0.01210556,-0.16911474,-0.02952049,-0.00033641583,0.00024725695,0.0,0.08315645,0.061844014,-0.05406141,0.40543488,0.0,0.14399979,0.16911474,0.17255734,0.36395037,0.2587836,0.32182217,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
6164000,1696000,28.452394800000004,-13.8671276,0.0,0.0,-0.121432364,-1.3456633e-06,9.890279e-07,0.0,0.072194725,0.010783572,-0.16418472,-0.023211822,-0.00033641583,0.00024725695,0.0,0.04720475,0.015481861,-0.001961365,0.40553385,0.0,0.14383781,0.16418472,0.16799642,0.3591321,0.2521767,0.31635687,inf,inf,inf,inf,0,1,0,1,1,0,1,1,1,1,1
6268000,1696000,28.452394800000004,-13.8671276,0.016339798,0.003138265,-0.11685758,-0.022291481,-0.0032633767,0.0,0.008002506,0.0033465372,-0.008512699,-0.0040960694,-0.06255691,-0.0080844965,0.14877982,0.04359675,0.049834166,-0.19872001,0.40549138,0.0,0.14042439,0.008512699,1.0000032,0.3603342,0.31625742,0.20803402,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6364000,1696000,28.452394800000004,-13.8671276,0.0090011805,0.0022606049,-0.09669466,-0.022291481,-0.0032633767,0.0,0.007968932,0.0029673185,-0.005888878,0.05062617,-0.06255691,-0.0080844965,0.14877982,0.11529426,0.0007603739,-0.13037677,0.40539148,0.0,0.13340074,0.005888878,1.0005416,0.33517233,0.3174022,0.208612,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6468000,1696000,28.452394800000004,-13.8671276,0.0015535685,0.0014977731,-0.07305743,-0.022291481,-0.0032633767,0.0,0.0072068227,0.005340304,-0.0055351104,0.08859122,-0.06255691,-0.0080844965,0.14877982,0.07772256,0.059032723,0.020347534,0.4055085,0.0,0.11995922,0.0055351104,0.81756425,0.31934264,0.29173014,0.18310241,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6564000,1696000,28.452394800000004,-13.8671276,-0.0030869714,0.0012709002,-0.054333743,-0.022291481,-0.0032633767,0.0,0.011108516,0.007053899,-0.0030293711,0.11310135,-0.06255691,-0.0080844965,0.14877982,0.106866054,0.07505495,-0.03704894,0.4054931,0.0,0.11163677,0.0030293711,0.81944364,0.30404797,0.29608673,0.18439479,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6668000,1696000,28.452394800000004,-13.8671276,-0.005581346,0.001453793,-0.038007244,-0.022291481,-0.0032633767,0.0,0.014079018,0.011226579,-0.00292668,0.12674506,-0.06255691,-0.0080844965,0.14877982,0.030918919,0.09797221,-0.123606056,0.40552056,0.0,0.102396116,0.00292668,0.7105924,0.2898965,0.2781811,0.16672866,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6764000,1696000,28.452394800000004,-13.8671276,-0.005820436,0.0018600743,-0.026242264,-0.022291481,-0.0032633767,0.0,0.019608736,0.013318103,-0.006066545,0.12936644,-0.06255691,-0.0080844965,0.14877982,0.070223525,0.034661606,-0.05409121,0.40562364,0.0,0.1,0.006066545,0.7136803,0.28329214,0.28613338,0.16869648,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6868000,1696000,28.452394800000004,-13.8671276,-0.0042570005,0.0028354283,-0.017164694,-0.022291481,-0.0032633767,0.0,0.027143594,0.018084906,-0.007800854,0.12792784,-0.06255691,-0.0080844965,0.14877982,0.055620678,0.07152408,-0.018433666,0.40553415,0.0,0.1,0.007800854,0.6394247,0.27220446,0.27349472,0.1555998,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
6964000,1696000,28.452394800000004,-13.8671276,-0.0022778078,0.004173937,-0.010625223,-0.022291481,-0.0032633767,0.0,0.03277305,0.019837007,-0.0098323785,0.12331592,-0.06255691,-0.0080844965,0.14877982,0.11822103,0.11822199,-0.027075408,0.4053146,0.0,0.1,0.0098323785,0.6437118,0.26857805,0.28519946,0.15814742,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7068000,1696000,28.452394800000004,-13.8671276,0.0012486487,0.0059692673,-0.0049016173,-0.022291481,-0.0032633767,0.0,0.040279016,0.023551462,-0.014390469,0.11421505,-0.06255691,-0.0080844965,0.14877982,0.08383963,0.033323243,-0.11606141,0.40529415,0.0,0.1,0.014390469,0.5887841,0.25939074,0.27569953,0.14798798,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7164000,1696000,28.452394800000004,-13.8671276,0.0046711364,0.0072589377,-0.001603317,-0.022291481,-0.0032633767,0.0,0.047345392,0.025643408,-0.014991698,0.10754335,-0.06255691,-0.0080844965,0.14877982,0.14733636,0.010889827,0.025227664,0.40548283,0.0,0.1,0.014991698,0.59433514,0.25778317,0.29087302,0.15110391,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7268000,1696000,28.452394800000004,-13.8671276,0.009591856,0.008836079,0.0005629023,-0.022291481,-0.0032633767,0.0,0.05500685,0.024709985,-0.019962491,0.095149234,-0.06255691,-0.0080844965,0.14877982,0.1304419,-0.055466883,-0.1376029,0.4055373,0.0,0.1,0.019962491,0.5513733,0.24987496,0.28260934,0.1429252,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7364000,1696000,28.452394800000004,-13.8671276,0.013954788,0.009822752,0.0023772907,-0.022291481,-0.0032633767,0.0,0.06002571,0.026056366,-0.019989293,0.08875359,-0.06255691,-0.0080844965,0.14877982,0.021036712,0.110496655,-0.040185634,0.40538236,0.0,0.1,0.019989293,0.5582857,0.24968025,0.30047485,0.146565,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7468000,1696000,28.452394800000004,-13.8671276,0.01956367,0.011131632,0.0032590972,-0.022291481,-0.0032633767,0.0,0.06780268,0.026869973,-0.024982305,0.07663938,-0.06255691,-0.0080844965,0.14877982,0.035462286,-0.006013193,-0.014914199,0.40523195,0.0,0.1,0.024982305,0.52318,0.2427054,0.29170683,0.13974544,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7564000,1696000,28.452394800000004,-13.8671276,0.023251511,0.011827112,0.0037739484,-0.022291481,-0.0032633767,0.0,0.069581315,0.027069733,-0.027319923,0.068202384,-0.06255691,-0.0080844965,0.14877982,0.10379796,0.0070711463,-0.028810462,0.40542763,0.0,0.1,0.027319923,0.53153855,0.24353063,0.31164256,0.14384109,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7668000,1696000,28.452394800000004,-13.8671276,0.027791208,0.012945384,0.0034293642,-0.022291481,-0.0032633767,0.0,0.07339136,0.028302185,-0.031061996,0.057910144,-0.06255691,-0.0080844965,0.14877982,0.0904799,0.022972679,0.018723307,0.40552628,0.0,0.1,0.031061996,0.5017335,0.23723242,0.30114383,0.1379144,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7764000,1696000,28.452394800000004,-13.8671276,0.029600171,0.01338223,0.0027536708,-0.022291481,-0.0032633767,0.0,0.07312633,0.025848746,-0.033236265,0.050137393,-0.06255691,-0.0080844965,0.14877982,0.1376636,-0.068560414,-0.023592262,0.40546075,0.0,0.1,0.033236265,0.5115746,0.23878898,0.32233328,0.14236616,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7868000,1696000,28.452394800000004,-13.8671276,0.032146428,0.013953066,0.0016459664,-0.022291481,-0.0032633767,0.0,0.07339816,0.025374373,-0.03765753,0.040213313,-0.06255691,-0.0080844965,0.14877982,0.06888317,-0.0056171915,-0.11551938,0.40541324,0.0,0.1,0.03765753,0.4853594,0.23301913,0.3094147,0.13700154,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
7964000,1696000,28.452394800000004,-13.8671276,0.031866904,0.013872828,0.0032564208,-0.022291481,-0.0032633767,0.0,0.067956254,0.025573889,-0.03893348,0.03719028,-0.06255691,-0.0080844965,0.14877982,0.07625937,0.070776194,-0.056691464,0.4052527,0.0,0.1,0.03893348,0.49664786,0.23351069,0.3311447,0.14130872,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
8067999,1696000,28.452394800000004,-13.8671276,0.03228813,0.014193286,0.003734421,-0.022291481,-0.0032633767,0.0,0.067822285,0.02560834,-0.038068492,0.03503224,-0.06255691,-0.0080844965,0.14877982,0.13066493,0.08494758,-0.034781486,0.40518802,0.0,0.10030903,0.038068492,0.47283772,0.22976156,0.3156779,0.13665833,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
8163999,1696000,28.452394800000004,-13.8671276,0.031013532,0.013910948,0.006573677,-0.022291481,-0.0032633767,0.0,0.06457624,0.02369135,-0.0357298,0.036814332,-0.06255691,-0.0080844965,0.14877982,0.01050812,0.020204099,-0.07974953,0.40519005,0.0,0.1,0.0357298,0.4854719,0.23070249,0.3375304,0.14111617,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,1
